ISEQ_ID,Date_ISEQ,Price_ISEQ,Open_ISEQ,High_ISEQ,Low_ISEQ,Vol_Mil_ISEQ,ChangePercent_ISEQ
322,"May 29, 2018",7126.77,7184.65,7184.65,7114.39,33.25,-0.81
323,"May 28, 2018",7184.65,7171.32,7250.34,7171.32,12.2,0.19
324,"May 25, 2018",7171.32,7143.08,7196.96,7129.32,30.45,0.40
325,"May 24, 2018",7143.08,7141.3,7186.88,7126.42,24.45,-0.01
326,"May 23, 2018",7143.48,7196.68,7211.86,7142.59,18.58,-0.74
327,"May 22, 2018",7196.68,7181.25,7219.43,7169.78,18.05,0.21
328,"May 21, 2018",7181.25,7096.06,7184.59,7091.4,16.44,1.20
329,"May 18, 2018",7096.06,7081.83,7127.24,7073,23.01,0.20
330,"May 17, 2018",7081.83,7006.42,7081.83,6996.71,34.99,1.06
331,"May 16, 2018",7007.36,6990.7,7042.92,6987.48,35.11,0.24
332,"May 15, 2018",6990.7,7010.48,7052.63,6990.7,42.68,-0.28
333,"May 14, 2018",7010.48,6961.59,7027.34,6925.18,24.06,0.70
334,"May 11, 2018",6961.59,6991.39,7010.96,6958.91,17,-0.43
335,"May 10, 2018",6991.39,6982.71,7000.63,6956.79,28.56,0.11
336,"May 09, 2018",6983.53,6949.35,6983.74,6928.36,28.32,0.49
337,"May 08, 2018",6949.35,6864.59,6949.35,6863.91,27.32,1.23
338,"May 04, 2018",6864.59,6795.87,6865.77,6795.87,15.07,1.01
339,"May 03, 2018",6795.87,6843.74,6843.74,6772.35,37.26,-0.71
340,"May 02, 2018",6844.53,6797.37,6857.38,6782.54,29.62,0.69
341,"May 01, 2018",6797.37,6805.19,6833.96,6773.44,5.87,-0.11
342,"Apr 30, 2018",6805.19,6798.38,6828.05,6788.96,14.25,0.10
343,"Apr 27, 2018",6798.38,6810.53,6810.53,6772.12,26.78,-0.18
344,"Apr 26, 2018",6810.53,6756.67,6812.94,6719.86,25.35,0.80
345,"Apr 25, 2018",6756.67,6774.45,6781.38,6711.16,35.27,-0.26
346,"Apr 24, 2018",6774.45,6841.26,6841.26,6735.8,30.92,-0.98
347,"Apr 23, 2018",6841.26,6827.72,6852.65,6792.76,27.81,0.20
348,"Apr 20, 2018",6827.72,6782.81,6842.52,6764.04,22.6,0.66
349,"Apr 19, 2018",6782.81,6751.24,6783.88,6724.08,16.7,0.28
350,"Apr 18, 2018",6763.63,6704.75,6775.44,6685.71,30.27,0.88
351,"Apr 17, 2018",6704.75,6709.89,6720.23,6683.29,21.09,-0.08
352,"Apr 16, 2018",6709.89,6638.13,6718.04,6638.13,13.94,1.08
353,"Apr 13, 2018",6638.13,6641.22,6672.86,6629.76,20.04,-0.05
354,"Apr 12, 2018",6641.22,6559.54,6642.82,6559.54,22.31,0.94
355,"Apr 11, 2018",6579.27,6638.33,6642.78,6575.57,23.87,-0.89
356,"Apr 10, 2018",6638.33,6635.77,6653.05,6615.88,19.35,0.04
357,"Apr 09, 2018",6635.77,6632.48,6683.66,6632.48,16.45,0.05
358,"Apr 06, 2018",6632.48,6673.2,6683.04,6632.48,19.25,-0.61
359,"Apr 05, 2018",6673.2,6545.06,6685.55,6545.06,17.29,1.95
360,"Apr 04, 2018",6545.75,6580.97,6589.51,6524.73,23.09,-0.54
361,"Apr 03, 2018",6580.97,6593.65,6593.65,6525.24,25.8,-0.19
362,"Mar 29, 2018",6593.65,6549.19,6612.8,6540.02,21.4,0.68
363,"Mar 28, 2018",6549.21,6517.03,6574.87,6475.75,28.17,0.49
364,"Mar 27, 2018",6517.03,6446.45,6533.42,6446.45,16.11,1.09
365,"Mar 26, 2018",6446.45,6514.91,6522.6,6432.36,25.19,-1.05
366,"Mar 23, 2018",6514.91,6517.18,6523.1,6410.26,25.83,-0.03
367,"Mar 22, 2018",6517.18,6592.15,6605.13,6501.09,27.07,-1.28
368,"Mar 21, 2018",6601.7,6625.77,6644.94,6591,34.24,-0.36
369,"Mar 20, 2018",6625.77,6670.55,6677.43,6619.21,29.41,-0.67
370,"Mar 19, 2018",6670.55,6693.94,6695.37,6655.43,12.75,-0.35
371,"Mar 16, 2018",6693.94,6707.76,6724.34,6680.18,35.33,-0.21
372,"Mar 15, 2018",6707.76,6674.92,6709.28,6654.38,21.23,0.46
373,"Mar 14, 2018",6677.25,6676.25,6714.55,6666.16,20.55,0.01
374,"Mar 13, 2018",6676.25,6738.97,6738.97,6675.12,21.98,-0.93
375,"Mar 12, 2018",6738.97,6744.94,6787.46,6721.94,22.58,-0.09
376,"Mar 09, 2018",6744.94,6753.49,6759.83,6729.45,15.3,-0.13
377,"Mar 08, 2018",6753.49,6706.95,6753.49,6686.5,23.34,0.25
378,"Mar 07, 2018",6736.55,6701.02,6736.55,6665.54,27.29,0.53
379,"Mar 06, 2018",6701.02,6611.86,6750.27,6611.86,23.85,1.35
380,"Mar 05, 2018",6611.86,6668.24,6668.24,6469.04,21.71,-0.85
381,"Mar 01, 2018",6668.24,6681.49,6729.27,6647.84,13.01,-0.23
382,"Feb 28, 2018",6683.39,6730.58,6730.58,6673.29,20.8,-0.70
383,"Feb 27, 2018",6730.58,6738.27,6764.86,6708.76,19.32,-0.11
384,"Feb 26, 2018",6738.27,6722.27,6756.74,6719.06,15.1,0.24
385,"Feb 23, 2018",6722.27,6772.76,6772.76,6715.89,20.36,-0.75
386,"Feb 22, 2018",6772.76,6791.34,6791.34,6727.47,17.22,-0.27
387,"Feb 21, 2018",6791.34,6815.71,6815.71,6748.11,19.99,-0.36
388,"Feb 20, 2018",6815.71,6797.74,6836.5,6768.96,27.45,0.26
389,"Feb 19, 2018",6797.74,6833.41,6863.97,6784.8,10.37,-0.52
390,"Feb 16, 2018",6833.41,6778.12,6852.54,6778.12,18.38,0.82
391,"Feb 15, 2018",6778.12,6722.75,6792.13,6720.46,45.62,0.82
392,"Feb 14, 2018",6722.75,6700.01,6723.03,6636.04,29.15,0.34
393,"Feb 13, 2018",6700.01,6677.91,6710.29,6639.02,23.14,0.33
394,"Feb 12, 2018",6677.91,6599.67,6716.9,6599.67,21.3,1.19
395,"Feb 09, 2018",6599.67,6650.86,6687.48,6570.87,28.76,-0.77
396,"Feb 08, 2018",6650.86,6753.19,6766.1,6645.48,32.98,-1.52
397,"Feb 07, 2018",6753.19,6658.71,6785.74,6622.4,28.76,1.42
398,"Feb 06, 2018",6658.71,6754.74,6754.74,6585.33,31.93,-1.42
399,"Feb 05, 2018",6754.74,6885.23,6885.23,6720.4,41.26,-1.90
400,"Feb 02, 2018",6885.23,6946.32,6954.4,6874.93,37.61,-0.88
401,"Feb 01, 2018",6946.32,6961.56,7004.04,6921.62,44.56,-0.22
402,"Jan 31, 2018",6961.64,6983.47,7026.46,6959.95,22.88,-0.31
403,"Jan 30, 2018",6983.47,7059.28,7059.28,6968.8,26.03,-1.07
404,"Jan 29, 2018",7059.28,7098.63,7109.82,7059.08,14.76,-0.55
405,"Jan 26, 2018",7098.63,7033.76,7101.04,7033.76,15.64,0.92
406,"Jan 25, 2018",7033.76,7156.4,7173.22,7022.9,29.93,-1.71
407,"Jan 24, 2018",7156.4,7235.11,7245.9,7156.26,29.76,-1.09
408,"Jan 23, 2018",7235.11,7157.5,7257.41,7157.5,35.36,1.08
409,"Jan 22, 2018",7157.5,7157.12,7171.18,7128.81,19.95,0.01
410,"Jan 19, 2018",7157.12,7073.37,7157.12,7061.14,51.55,1.18
411,"Jan 18, 2018",7073.37,7051.74,7090.23,7039.91,23.02,0.31
412,"Jan 17, 2018",7051.74,7066.95,7080.81,7018.53,28.06,-0.22
413,"Jan 16, 2018",7066.95,7092.67,7099.38,7054.87,19.61,-0.36
414,"Jan 15, 2018",7092.67,7074.44,7092.67,7025.51,16.66,0.26
415,"Jan 12, 2018",7074.44,7041.04,7084.6,7016.09,24.49,0.47
416,"Jan 11, 2018",7041.04,7102.23,7105.97,7017.85,41.99,-0.86
417,"Jan 10, 2018",7102.23,7178.92,7185.77,7061.86,22.61,-1.07
418,"Jan 09, 2018",7178.92,7184.09,7223.07,7153.84,60.87,-0.07
419,"Jan 08, 2018",7184.09,7174.14,7189.92,7152.54,27.07,0.14
420,"Jan 05, 2018",7174.14,7126.57,7178.18,7102.65,38.75,0.67
421,"Jan 04, 2018",7126.57,7070.69,7126.57,7070.22,28.57,0.78
422,"Jan 03, 2018",7071.23,7054.55,7089.51,7044.97,19.29,0.24
423,"Jan 02, 2018",7054.55,7038.28,7061.56,7021.69,16.84,0.23
424,"Dec 29, 2017",7038.28,7051.38,7051.38,7021.98,6.96,-0.19
425,"Dec 28, 2017",7051.38,7027.82,7051.38,7007.45,9.2,0.34
426,"Dec 27, 2017",7027.82,7016.24,7030.51,6990.88,8.77,0.17
427,"Dec 22, 2017",7016.24,7011.22,7043.78,7000.26,13.83,0.07
428,"Dec 21, 2017",7011.22,6980.9,7011.22,6955.48,18.28,0.43
429,"Dec 20, 2017",6980.9,6998.82,7014.48,6963.93,22.68,-0.26
430,"Dec 19, 2017",6998.82,6955.52,7010.59,6944.45,21.41,0.62
431,"Dec 18, 2017",6955.52,6912.76,6982.44,6912.76,39,0.62
432,"Dec 15, 2017",6912.76,6968.88,6999.24,6912.76,53.39,-0.81
433,"Dec 14, 2017",6968.88,7014.27,7014.27,6957.7,22.58,-0.65
434,"Dec 13, 2017",7014.27,7020.84,7040.77,7006.15,19.44,-0.09
435,"Dec 12, 2017",7020.84,7021.52,7034.09,7001,18.14,-0.01
436,"Dec 11, 2017",7021.52,7067.17,7067.17,7010.21,16.94,-0.65
437,"Dec 08, 2017",7067.17,6994.64,7081.96,6994.64,19.98,1.04
438,"Dec 07, 2017",6994.64,6972.57,7019.8,6972.57,15.12,0.32
439,"Dec 06, 2017",6972.57,6957.05,6978.07,6915.1,20.49,0.22
440,"Dec 05, 2017",6957.05,6954.8,6983.04,6928.1,23.13,0.03
441,"Dec 04, 2017",6954.8,6862.19,6988.09,6862.19,22.48,1.35
442,"Dec 01, 2017",6862.19,6867.67,6923.29,6845.98,27.8,-0.08
443,"Nov 30, 2017",6867.67,6911.61,6938.46,6862.94,126.41,-0.66
444,"Nov 29, 2017",6913.23,6874.93,6946.88,6874.93,28.67,0.56
445,"Nov 28, 2017",6874.93,6863.8,6884.16,6848.67,18.3,0.16
446,"Nov 27, 2017",6863.8,6875.41,6910.3,6849.01,23.79,-0.17
447,"Nov 24, 2017",6875.41,6855.15,6876.23,6831.44,12.65,0.30
448,"Nov 23, 2017",6855.15,6879.92,6883.68,6843.94,22.01,-0.36
449,"Nov 22, 2017",6879.92,6922.38,6939.74,6879.27,35.84,-0.61
450,"Nov 21, 2017",6922.38,6941.25,6967.65,6920.66,20.2,0.11
451,"Nov 20, 2017",6914.97,6896.27,6953.06,6885.71,18.63,0.27
452,"Nov 17, 2017",6896.27,6839.53,6896.27,6838.1,17.62,0.83
453,"Nov 16, 2017",6839.53,6724.17,6847.25,6724.17,20.03,1.71
454,"Nov 15, 2017",6724.27,6758.21,6763.28,6684.63,20.19,-0.50
455,"Nov 14, 2017",6758.21,6789.1,6813.96,6746.17,31.69,-0.45
456,"Nov 13, 2017",6789.1,6877.14,6888.84,6768.17,18.35,-1.28
457,"Nov 10, 2017",6877.14,6921.4,6947.26,6877.14,15.87,-0.64
458,"Nov 09, 2017",6921.4,6963.48,6985.02,6907.57,29.21,-0.60
459,"Nov 08, 2017",6963.48,6904.86,6965.31,6904.86,31.94,0.85
460,"Nov 07, 2017",6904.86,6967.47,6996.28,6904.86,15.62,-0.90
461,"Nov 06, 2017",6967.47,6984.3,6993.36,6951.98,17.72,-0.24
462,"Nov 03, 2017",6984.3,6965.72,6984.3,6936.57,16.16,0.27
463,"Nov 02, 2017",6965.72,7009.28,7034.53,6930.41,15.72,-0.64
464,"Nov 01, 2017",7010.59,6972.73,7049.24,6972.73,36.7,0.54
465,"Oct 31, 2017",6972.73,6912.11,6978.69,6912.11,22.07,0.88
466,"Oct 30, 2017",6912.11,6901.33,6920.23,6874.12,16.93,0.16
467,"Oct 27, 2017",6901.33,6850.92,6908.86,6835.25,24.06,0.74
468,"Oct 26, 2017",6850.92,6721.37,6850.92,6712.83,33.49,1.93
469,"Oct 25, 2017",6721.37,6779.5,6779.5,6711.56,39.6,-0.86
470,"Oct 24, 2017",6779.5,6824.68,6828.16,6768.97,24.47,-0.66
471,"Oct 23, 2017",6824.68,6789.78,6847.83,6786.6,17.76,0.51
472,"Oct 20, 2017",6789.78,6747.46,6827.16,6742.96,22.37,0.63
473,"Oct 19, 2017",6747.46,6773.58,6773.58,6688.55,20.8,-0.39
474,"Oct 18, 2017",6773.58,6784.84,6805.12,6769.36,30.22,-0.17
475,"Oct 17, 2017",6784.84,6813.52,6813.52,6768.94,27.89,-0.42
476,"Oct 16, 2017",6813.52,6837.22,6863.88,6801.25,27.62,-0.35
477,"Oct 13, 2017",6837.22,6820.31,6855.13,6816.81,37.04,0.25
478,"Oct 12, 2017",6820.31,6814.48,6846.11,6814.48,25.09,0.05
479,"Oct 11, 2017",6816.63,6810.28,6829.19,6797.89,20.49,0.09
480,"Oct 10, 2017",6810.28,6817.57,6848.1,6789.31,23.14,-0.11
481,"Oct 09, 2017",6817.57,6859.5,6893.82,6816.35,19.92,-0.61
482,"Oct 06, 2017",6859.5,6904.92,6910.24,6825.19,22.07,-0.66
483,"Oct 05, 2017",6904.92,6942.09,6946.99,6899.25,33.75,-0.54
484,"Oct 04, 2017",6942.12,6912.58,6948.52,6895.49,39.86,0.43
485,"Oct 03, 2017",6912.58,6879.19,6912.58,6871.87,25.17,0.49
486,"Oct 02, 2017",6879.19,6881.75,6903.46,6849.35,25.49,-0.04
487,"Sep 29, 2017",6881.75,6826.35,6888.22,6821.18,29.64,0.81
488,"Sep 28, 2017",6826.35,6788.25,6828.73,6765.1,23.75,0.47
489,"Sep 27, 2017",6794.33,6698.78,6794.42,6698.78,32.37,1.43
490,"Sep 26, 2017",6698.78,6711.68,6724.15,6676.11,32.92,-0.19
491,"Sep 25, 2017",6711.68,6700.17,6717.02,6672.62,14.59,0.17
492,"Sep 22, 2017",6700.17,6719.98,6746.52,6691.85,16.07,-0.29
493,"Sep 21, 2017",6719.98,6665.02,6763.16,6665.02,27.28,0.82
494,"Sep 20, 2017",6665.5,6683.27,6696.99,6662.08,25.09,-0.27
495,"Sep 19, 2017",6683.27,6681.56,6708.6,6658.63,31.27,0.03
496,"Sep 18, 2017",6681.56,6675.09,6693.13,6653.66,18.96,0.10
497,"Sep 15, 2017",6675.09,6697.31,6697.31,6634.47,83.62,-0.33
498,"Sep 14, 2017",6697.31,6733.64,6744.43,6663.13,27.49,-0.54
499,"Sep 13, 2017",6733.8,6724.84,6739.52,6711.76,22.52,0.13
500,"Sep 12, 2017",6724.84,6699.25,6731.04,6690.24,37.53,0.38
501,"Sep 11, 2017",6699.25,6681.82,6732.15,6681.82,12.55,0.26
502,"Sep 08, 2017",6681.82,6659.03,6684.83,6635.63,20.9,0.34
503,"Sep 07, 2017",6659.03,6655.77,6691.54,6648.7,20.3,-0.11
504,"Sep 06, 2017",6666.26,6687.83,6688.38,6644.7,24.19,-0.32
505,"Sep 05, 2017",6687.83,6676.38,6717.97,6666.78,16.92,0.17
506,"Sep 04, 2017",6676.38,6709.23,6709.23,6670.75,12.81,-0.49
507,"Sep 01, 2017",6709.23,6621.19,6710.84,6621.19,10.92,1.33
508,"Aug 31, 2017",6621.19,6549.29,6635.64,6549.29,18.39,1.08
509,"Aug 30, 2017",6550.71,6514.65,6560.71,6514.65,16.79,0.55
510,"Aug 29, 2017",6514.65,6603.14,6622.19,6492.12,18.08,-1.34
511,"Aug 28, 2017",6603.14,6643.52,6647.69,6603.14,4.06,-0.61
512,"Aug 25, 2017",6643.52,6715.61,6727.89,6634.29,10.85,-1.07
513,"Aug 24, 2017",6715.61,6654.36,6741.59,6654.36,19.49,0.84
514,"Aug 23, 2017",6659.53,6734.68,6744,6645.53,20.68,-1.12
515,"Aug 22, 2017",6734.68,6674.15,6734.68,6674.15,10.69,0.91
516,"Aug 21, 2017",6674.15,6705.26,6719.37,6661.1,9.19,-0.46
517,"Aug 18, 2017",6705.26,6785.91,6785.91,6673.74,14.3,-1.19
518,"Aug 17, 2017",6785.91,6853.23,6855.3,6770.77,25.39,-0.98
519,"Aug 16, 2017",6853.23,6783.21,6883.39,6783.21,16.53,1.03
520,"Aug 15, 2017",6783.21,6673.31,6783.21,6673.31,21.54,1.65
521,"Aug 14, 2017",6673.31,6581.16,6673.31,6578.87,17.65,1.40
522,"Aug 11, 2017",6581.16,6618.65,6618.65,6545.78,33.54,-0.57
523,"Aug 10, 2017",6618.65,6623.77,6658.91,6611.05,15.8,-0.08
524,"Aug 09, 2017",6623.77,6675.45,6675.45,6594.12,15.94,-0.77
525,"Aug 08, 2017",6675.45,6685.9,6687.14,6640.87,12.11,-0.16
526,"Aug 07, 2017",6685.9,6724.39,6724.96,6659.98,9.34,-0.57
527,"Aug 04, 2017",6724.39,6647.57,6728.26,6616.46,17.79,1.16
528,"Aug 03, 2017",6647.57,6633.56,6668.5,6626.91,25.04,0.21
529,"Aug 02, 2017",6633.56,6691.64,6704.39,6617.08,19.76,-0.87
530,"Aug 01, 2017",6691.64,6649.39,6712.33,6634.06,16.51,0.64
531,"Jul 31, 2017",6649.39,6663.49,6683.63,6634.45,27.06,-0.21
532,"Jul 28, 2017",6663.49,6765.44,6765.44,6646.78,17.86,-1.51
533,"Jul 27, 2017",6765.44,6731.5,6773.8,6703.92,26.61,0.50
534,"Jul 26, 2017",6731.5,6698.65,6755,6695.26,24.04,0.49
535,"Jul 25, 2017",6698.65,6647.41,6735.99,6647.41,42.16,0.77
536,"Jul 24, 2017",6647.41,6705.49,6713.34,6605.48,24.33,-0.87
537,"Jul 21, 2017",6705.49,6775.05,6781.83,6667.56,45.18,-1.03
538,"Jul 20, 2017",6775.05,6876.29,6895.34,6758.71,47.31,-1.47
539,"Jul 19, 2017",6876.29,6863.03,6893.68,6844.18,14.26,0.19
540,"Jul 18, 2017",6863.03,6911.18,6934,6855.31,17.69,-0.70
541,"Jul 17, 2017",6911.18,6893.47,6935.11,6881.26,9.65,0.26
542,"Jul 14, 2017",6893.47,6902.56,6906.83,6876.92,15.96,-0.13
543,"Jul 13, 2017",6902.56,6895.84,6937.74,6891.5,14.2,0.10
544,"Jul 12, 2017",6895.84,6842,6912.79,6842,15.58,0.79
545,"Jul 11, 2017",6842,6922.24,6930.67,6842,23.63,-1.16
546,"Jul 10, 2017",6922.24,6875.2,6927.28,6863.14,11.84,0.68
547,"Jul 07, 2017",6875.21,6851.04,6882.04,6830.33,177.39,0.35
548,"Jul 06, 2017",6851.04,6926.13,6934.07,6825.67,150.08,-1.09
549,"Jul 05, 2017",6926.77,6904.59,6930.76,6876.4,168.44,0.32
550,"Jul 04, 2017",6904.59,6875.54,6919.39,6863.27,114.35,0.42
551,"Jul 03, 2017",6875.54,6827.62,6881.14,6827.62,130.59,0.70
552,"Jun 30, 2017",6827.62,6820.96,6873.3,6794.88,199.93,0.10
553,"Jun 29, 2017",6820.96,6852.53,6900.98,6789.06,174.33,-0.46
554,"Jun 28, 2017",6852.53,6874.26,6876.71,6795.29,241,-0.32
555,"Jun 27, 2017",6874.26,6998.45,6998.45,6863.62,194.03,-1.77
556,"Jun 26, 2017",6998.45,6995.57,7045.83,6990.52,78.37,0.04
557,"Jun 23, 2017",6995.57,7088.31,7100.41,6981.02,399.55,-1.31
558,"Jun 22, 2017",7088.31,7089.69,7096.51,7042.6,208.85,-0.02
559,"Jun 21, 2017",7089.69,7095.31,7100.65,7051.17,155.79,-0.08
560,"Jun 20, 2017",7095.31,7063.32,7125.05,7063.32,108.98,0.45
561,"Jun 19, 2017",7063.32,7016.55,7100.47,7016.55,63.42,0.67
562,"Jun 16, 2017",7016.55,6973.11,7016.55,6963.76,167.71,0.62
563,"Jun 15, 2017",6973.11,7015.15,7033.68,6942.76,93.12,-0.60
564,"Jun 14, 2017",7015.34,6993.86,7061.65,6982.41,152.72,0.31
565,"Jun 13, 2017",6993.86,6949.97,7022.27,6949.97,82.47,0.63
566,"Jun 12, 2017",6949.97,7003.23,7009.82,6917.63,59.36,-0.76
567,"Jun 09, 2017",7003.23,6990.71,7028.76,6956.79,118.83,0.18
568,"Jun 08, 2017",6990.71,6964.3,7005.14,6964.3,212.22,0.38
569,"Jun 07, 2017",6964.33,6971.89,6995.46,6952.7,215.85,-0.11
570,"Jun 06, 2017",6971.89,7044.84,7044.84,6968.34,67.45,-1.04
571,"Jun 02, 2017",7044.84,7056.98,7081.19,7037.2,97.72,-0.17
572,"Jun 01, 2017",7056.98,6946.47,7056.98,6938.91,152.56,1.59
573,"May 31, 2017",6946.59,6995.83,7013.18,6932.62,141.33,-0.70
574,"May 30, 2017",6995.83,6972.3,6998.2,6910.78,126.13,0.34
575,"May 29, 2017",6972.3,6973.83,6999.22,6960.43,13.37,-0.02
576,"May 26, 2017",6973.83,6971.76,6982.91,6917.81,44.44,0.03
577,"May 25, 2017",6971.76,6968.72,7019.83,6946.39,64.73,0.00
578,"May 24, 2017",6971.78,6949.3,6978.81,6912.81,116.16,0.32
579,"May 23, 2017",6949.3,6928.28,6966.13,6922.49,102.52,0.30
580,"May 22, 2017",6928.28,6930.76,6992.25,6921.61,134.1,-0.04
581,"May 19, 2017",6930.76,6868.25,6932.13,6867.82,118.37,0.91
582,"May 18, 2017",6868.25,6894.84,6915.32,6792.46,126.24,-0.39
583,"May 17, 2017",6894.84,7015.52,7015.52,6890.21,79.52,-1.72
584,"May 16, 2017",7015.52,7055.93,7061.33,7011.9,41.58,-0.57
585,"May 15, 2017",7055.93,7034.13,7062.79,7012.88,60.81,0.31
586,"May 12, 2017",7034.13,7096.58,7122,7034.13,55.14,-0.88
587,"May 11, 2017",7096.56,7112.6,7139.99,7072.53,65.18,-0.23
588,"May 10, 2017",7112.6,7140.56,7140.56,7084.28,148.65,-0.39
589,"May 09, 2017",7140.56,7105.86,7157.43,7102.89,110.99,0.49
590,"May 08, 2017",7105.86,7146.76,7154.12,7081.44,195.82,-0.57
591,"May 05, 2017",7146.76,7065.94,7146.76,7061.88,111.84,1.14
592,"May 04, 2017",7065.94,6988.72,7065.94,6980.1,259.74,1.10
593,"May 03, 2017",6989.14,6979.36,6994.98,6949.49,60.72,0.14
594,"May 02, 2017",6979.36,6860.78,6979.36,6847.92,104.99,1.73
595,"Apr 28, 2017",6860.78,6878.02,6888.54,6847.56,221.07,-0.25
596,"Apr 27, 2017",6878.02,6915.55,6915.55,6859.24,250.27,-0.62
597,"Apr 26, 2017",6921.03,6918.69,6924.13,6889.56,309.87,0.03
598,"Apr 25, 2017",6918.69,6946.55,6947.66,6900.59,95.94,-0.40
599,"Apr 24, 2017",6946.55,6739.31,6947.02,6739.31,327.4,3.08
600,"Apr 21, 2017",6739.31,6717.56,6778.58,6710.83,111.61,0.32
601,"Apr 20, 2017",6717.56,6692.2,6727.85,6666.78,87.74,0.24
602,"Apr 19, 2017",6701.4,6674.84,6732.98,6660.14,102.47,0.40
603,"Apr 18, 2017",6674.84,6692.27,6721.95,6674.21,99.31,-0.26
604,"Apr 13, 2017",6692.27,6747.68,6747.68,6692.27,120.84,-0.82
605,"Apr 12, 2017",6747.68,6716.26,6764.68,6716.26,125.35,0.47
606,"Apr 11, 2017",6716.26,6750.78,6758.01,6700.54,135.67,-0.51
607,"Apr 10, 2017",6750.78,6712.28,6750.78,6698.36,57.01,0.57
608,"Apr 07, 2017",6712.28,6679.52,6720.34,6643.78,96.01,0.49
609,"Apr 06, 2017",6679.52,6643.11,6697.77,6581.36,139.12,0.43
610,"Apr 05, 2017",6650.63,6621.41,6677.87,6606.86,82.72,0.44
611,"Apr 04, 2017",6621.41,6611.27,6641.08,6579.23,96.3,0.15
612,"Apr 03, 2017",6611.27,6658.58,6686.16,6606.71,47.17,-0.71
613,"Mar 31, 2017",6658.58,6616.98,6658.58,6578.42,125.52,0.63
614,"Mar 30, 2017",6616.98,6574.38,6625.16,6566.44,124.02,0.61
615,"Mar 29, 2017",6577.03,6586.51,6615.18,6550.21,46.72,-0.14
616,"Mar 28, 2017",6586.51,6562.15,6600.62,6560.65,45.93,0.37
617,"Mar 27, 2017",6562.15,6612.34,6612.34,6535.98,54.06,-0.76
618,"Mar 24, 2017",6612.34,6641.65,6651.51,6596.72,94.35,-0.44
619,"Mar 23, 2017",6641.65,6591.79,6661.58,6591.79,76.65,0.76
620,"Mar 22, 2017",6591.81,6660.32,6660.32,6571.62,83.06,-1.03
621,"Mar 21, 2017",6660.32,6733.22,6753.19,6660.32,58.98,-1.08
622,"Mar 20, 2017",6733.22,6714.74,6753.49,6689.95,39.56,0.28
623,"Mar 17, 2017",6714.74,6684.08,6730.3,6670.98,104.55,0.46
624,"Mar 16, 2017",6684.08,6643.12,6688.34,6643.12,80.2,0.60
625,"Mar 15, 2017",6644.15,6617.57,6663.62,6617.57,61.15,0.40
626,"Mar 14, 2017",6617.57,6668.58,6668.58,6607.28,72.18,-0.76
627,"Mar 13, 2017",6668.58,6678.48,6679.79,6654.66,45.83,-0.15
628,"Mar 10, 2017",6678.48,6658.71,6704.46,6655.24,149.42,0.30
629,"Mar 09, 2017",6658.71,6609.4,6668,6608.58,141.1,0.34
630,"Mar 08, 2017",6636.08,6600.86,6648.03,6583.42,67.74,0.53
631,"Mar 07, 2017",6600.86,6658.7,6658.7,6540.91,54.63,-0.87
632,"Mar 06, 2017",6658.7,6672.08,6672.08,6639.68,66.92,-0.20
633,"Mar 03, 2017",6672.08,6674.43,6697.35,6636.27,84.46,-0.04
634,"Mar 02, 2017",6674.43,6703.86,6718.17,6672.6,94.29,-0.46
635,"Mar 01, 2017",6705.05,6546.57,6720.96,6546.57,247.21,2.42
636,"Feb 28, 2017",6546.57,6528.11,6576.8,6528.11,113.58,0.28
637,"Feb 27, 2017",6528.11,6484.39,6532.9,6474.19,45.89,0.67
638,"Feb 24, 2017",6484.39,6533.45,6533.45,6445.3,79.2,-0.75
639,"Feb 23, 2017",6533.45,6606.69,6625.96,6533.45,102.49,-1.11
640,"Feb 22, 2017",6606.69,6626.95,6665.89,6596.69,177.69,-0.31
641,"Feb 21, 2017",6626.95,6549.09,6648.5,6537.04,104.2,1.19
642,"Feb 20, 2017",6549.09,6540.23,6580.15,6534.43,45.98,0.14
643,"Feb 17, 2017",6540.23,6543.53,6554.76,6502.86,101.77,-0.05
644,"Feb 16, 2017",6543.53,6556.46,6574.71,6532.72,67.47,-0.20
645,"Feb 15, 2017",6556.46,6531.37,6568.56,6496.32,89.65,0.38
646,"Feb 14, 2017",6531.37,6550.59,6550.59,6506.08,66.58,-0.29
647,"Feb 13, 2017",6550.59,6477.83,6556.71,6477.83,59.6,1.12
648,"Feb 10, 2017",6477.83,6477.16,6501.75,6465.34,60.01,0.01
649,"Feb 09, 2017",6477.16,6410.86,6477.16,6403.81,140.93,1.03
650,"Feb 08, 2017",6410.86,6395.73,6431.96,6369.05,118.94,0.24
651,"Feb 07, 2017",6395.73,6448.48,6453.46,6394.7,57.7,-0.82
652,"Feb 06, 2017",6448.48,6510.67,6510.67,6438.62,40.81,-0.96
653,"Feb 03, 2017",6510.67,6470.8,6535.36,6470.8,96.88,0.62
654,"Feb 02, 2017",6470.8,6455.88,6495.98,6447.38,68.4,0.23
655,"Feb 01, 2017",6455.96,6392.39,6504.85,6380.89,71.35,0.99
656,"Jan 31, 2017",6392.39,6441.43,6461.84,6392.39,74.42,-0.76
657,"Jan 30, 2017",6441.43,6530.8,6551.67,6441.43,59.07,-1.42
658,"Jan 27, 2017",6534.03,6531.4,6563.85,6504.4,62.73,0.04
659,"Jan 26, 2017",6531.4,6574.54,6582.4,6524.58,156.02,-0.66
